gene,transcript,protein
FBgn0031920.1,FBtr0301125.1,FBpp0290347.1
FBgn0011283.1,FBtr0079455.1,FBpp0079083.1
FBgn0264895.1,FBtr0334849.1,FBpp0306873.1
FBgn0264895.1,FBtr0334850.1,FBpp0306874.1
FBgn0264895.1,FBtr0334848.1,FBpp0306872.1
FBgn0264895.1,FBtr0334847.1,FBpp0306871.1
FBgn0264895.1,FBtr0334846.1,FBpp0306870.1
FBgn0264891.1,FBtr0334845.1,
FBgn0267732.1,FBtr0347292.1,
FBgn0083141.1,FBtr0335485.1,FBpp0307458.1
FBgn0083141.1,FBtr0079470.1,FBpp0079094.1
FBgn0266910.1,FBtr0345778.1,
FBgn0031925.1,FBtr0079471.1,FBpp0079095.1
FBgn0031926.1,FBtr0335486.1,FBpp0307459.1
FBgn0031926.1,FBtr0079472.1,FBpp0079096.1
FBgn0266034.1,FBtr0343251.1,
FBgn0266035.1,FBtr0343252.1,
FBgn0264087.1,FBtr0330706.1,FBpp0303549.1
FBgn0264087.1,FBtr0335491.1,FBpp0307463.1
FBgn0264087.1,FBtr0330704.1,FBpp0303547.1
FBgn0264087.1,FBtr0330705.1,FBpp0303548.1
FBgn0264087.1,FBtr0330701.1,FBpp0303544.1
FBgn0264087.1,FBtr0330699.1,FBpp0303542.1
FBgn0264087.1,FBtr0330697.1,FBpp0303540.1
FBgn0264087.1,FBtr0330700.1,FBpp0303543.1
FBgn0264087.1,FBtr0330702.1,FBpp0303545.1
FBgn0264087.1,FBtr0330698.1,FBpp0303541.1
FBgn0264087.1,FBtr0330703.1,FBpp0303546.1
FBgn0040299.1,FBtr0079473.1,FBpp0079097.1
FBgn0040299.1,FBtr0079474.1,FBpp0079098.1
FBgn0040299.1,FBtr0079475.1,FBpp0079099.1
FBgn0040299.1,FBtr0079476.1,FBpp0079100.1
FBgn0264997.1,FBtr0335490.1,
FBgn0031929.1,FBtr0335489.1,FBpp0307462.1
FBgn0031929.1,FBtr0079516.1,FBpp0079139.1
FBgn0031930.1,FBtr0079515.1,FBpp0079138.1
FBgn0262880.1,FBtr0306288.1,FBpp0297398.1
FBgn0041182.1,FBtr0335488.1,FBpp0307461.1
FBgn0041182.1,FBtr0335487.1,FBpp0307460.1
FBgn0041182.1,FBtr0079511.1,FBpp0079134.1
FBgn0041182.1,FBtr0079510.1,FBpp0079133.1
FBgn0041182.1,FBtr0079513.1,FBpp0079136.1
FBgn0041181.1,FBtr0079477.1,FBpp0079101.1
FBgn0266325.1,FBtr0344056.1,
FBgn0267326.1,FBtr0079478.1,FBpp0079102.1
FBgn0267326.1,FBtr0079479.1,FBpp0079103.1
FBgn0012018.1,FBtr0089297.1,
FBgn0053296.1,FBtr0343408.1,FBpp0310054.1
FBgn0053296.1,FBtr0302519.1,FBpp0291681.1
FBgn0031935.1,FBtr0302518.1,FBpp0291680.1
FBgn0031936.1,FBtr0079507.1,FBpp0079130.1
FBgn0031937.1,FBtr0343407.1,FBpp0310053.1
FBgn0031937.1,FBtr0300709.1,FBpp0289933.1
FBgn0267743.1,FBtr0347303.1,
FBgn0031939.1,FBtr0079505.1,FBpp0079128.1
FBgn0031939.1,FBtr0079504.1,FBpp0079127.1
FBgn0031939.1,FBtr0079503.1,FBpp0079126.1
FBgn0031939.1,FBtr0114496.1,FBpp0112988.1
FBgn0260479.1,FBtr0079501.1,FBpp0079124.1
FBgn0260479.1,FBtr0079502.1,FBpp0079125.1
FBgn0014454.1,FBtr0079500.1,FBpp0079123.1
FBgn0031940.1,FBtr0079499.1,FBpp0079122.1
FBgn0031941.1,FBtr0079481.1,FBpp0079104.1
FBgn0031942.1,FBtr0290272.1,FBpp0288711.1
FBgn0031942.1,FBtr0346499.1,FBpp0312122.1
FBgn0267282.1,FBtr0346498.1,
FBgn0267689.1,FBtr0347187.1,FBpp0312498.1
FBgn0267689.1,FBtr0347188.1,FBpp0312499.1
FBgn0267689.1,FBtr0347190.1,FBpp0312501.1
FBgn0267689.1,FBtr0347189.1,FBpp0312500.1
FBgn0031945.1,FBtr0343400.1,FBpp0310047.1
FBgn0031945.1,FBtr0079485.1,FBpp0079108.1
FBgn0020880.1,FBtr0301151.1,FBpp0290374.1
FBgn0003961.1,FBtr0079486.1,FBpp0079109.1
FBgn0031946.1,FBtr0343401.1,FBpp0310048.1
FBgn0031946.1,FBtr0079487.1,FBpp0079110.1
FBgn0031947.1,FBtr0079488.1,FBpp0079111.1
FBgn0031948.1,FBtr0343406.1,FBpp0310052.1
FBgn0031948.1,FBtr0343405.1,FBpp0310051.1
FBgn0031948.1,FBtr0079496.1,FBpp0079119.1
FBgn0025687.1,FBtr0343404.1,FBpp0310050.1
FBgn0025687.1,FBtr0079495.1,FBpp0079118.1
FBgn0266072.1,FBtr0343402.1,
FBgn0031950.1,FBtr0343403.1,FBpp0310049.1
FBgn0031950.1,FBtr0079493.1,FBpp0079116.1
FBgn0031951.1,FBtr0343415.1,FBpp0310061.1
FBgn0031951.1,FBtr0079489.1,FBpp0079112.1
FBgn0031951.1,FBtr0301329.1,FBpp0290544.1
FBgn0031952.1,FBtr0343423.1,FBpp0310068.1
FBgn0031952.1,FBtr0301330.1,FBpp0290545.1
FBgn0031952.1,FBtr0079492.1,FBpp0079115.1
FBgn0031952.1,FBtr0301331.1,FBpp0290546.1
FBgn0031952.1,FBtr0343424.1,FBpp0310069.1
FBgn0261800.1,FBtr0079490.1,FBpp0079113.1
FBgn0261800.1,FBtr0079491.1,FBpp0079114.1
FBgn0266360.1,FBtr0344109.1,
FBgn0027515.1,FBtr0331235.1,FBpp0303677.1
FBgn0027515.1,FBtr0331234.1,FBpp0303676.1
FBgn0027515.1,FBtr0331236.1,FBpp0303678.1
FBgn0027515.1,FBtr0079523.1,FBpp0079146.1
FBgn0027515.1,FBtr0079524.1,FBpp0079147.1
FBgn0020618.1,FBtr0331238.1,FBpp0303680.1
FBgn0020618.1,FBtr0079565.1,FBpp0079187.1
FBgn0020618.1,FBtr0331237.1,FBpp0303679.1
FBgn0020618.1,FBtr0345448.1,FBpp0311572.1
FBgn0004177.1,FBtr0343416.1,FBpp0310062.1
FBgn0004177.1,FBtr0343417.1,FBpp0310063.1
FBgn0004177.1,FBtr0079525.1,FBpp0079148.1
FBgn0262546.1,FBtr0343422.1,
FBgn0031954.1,FBtr0079526.1,FBpp0079149.1
FBgn0031955.1,FBtr0343421.1,FBpp0310067.1
FBgn0031955.1,FBtr0079564.1,FBpp0079186.1
FBgn0040099.1,FBtr0308065.1,FBpp0300410.1
FBgn0040099.1,FBtr0343418.1,FBpp0310064.1
FBgn0031957.1,FBtr0079563.1,FBpp0079185.1
FBgn0045038.1,FBtr0079562.1,FBpp0079184.1
FBgn0045038.1,FBtr0343420.1,FBpp0310066.1
FBgn0266904.1,FBtr0345771.1,
FBgn0011861.1,FBtr0079528.1,
FBgn0031959.1,FBtr0079561.1,FBpp0079183.1
FBgn0031961.1,FBtr0343419.1,FBpp0310065.1
FBgn0031961.1,FBtr0079559.1,FBpp0079181.1
FBgn0261790.1,FBtr0079560.1,FBpp0079182.1
FBgn0083968.1,FBtr0110879.1,FBpp0110179.1
FBgn0051902.1,FBtr0110841.1,FBpp0110138.1
FBgn0053121.1,FBtr0079557.1,FBpp0079179.1
FBgn0085450.1,FBtr0112718.1,FBpp0111630.1
FBgn0085450.1,FBtr0112719.1,FBpp0111631.1
FBgn0085450.1,FBtr0343409.1,FBpp0310055.1
FBgn0085450.1,FBtr0112717.1,FBpp0111629.1
FBgn0031968.1,FBtr0300185.1,FBpp0289422.1
FBgn0031968.1,FBtr0300184.1,FBpp0289421.1
FBgn0031968.1,FBtr0079531.1,FBpp0079153.1
FBgn0031968.1,FBtr0306336.1,FBpp0297432.1
FBgn0031969.1,FBtr0300183.1,FBpp0289420.1
FBgn0031969.1,FBtr0344861.1,FBpp0311176.1
FBgn0031969.1,FBtr0344860.1,FBpp0311175.1
FBgn0031969.1,FBtr0114550.1,FBpp0113042.1
FBgn0031969.1,FBtr0331674.1,FBpp0304064.1
FBgn0031969.1,FBtr0331673.1,FBpp0304063.1
FBgn0031970.1,FBtr0344063.1,FBpp0310480.1
FBgn0031970.1,FBtr0305574.1,FBpp0294025.1
FBgn0031970.1,FBtr0079551.1,FBpp0079173.1
FBgn0266331.1,FBtr0344062.1,
FBgn0031971.1,FBtr0343382.1,FBpp0310037.1
FBgn0031971.1,FBtr0079532.1,FBpp0079154.1
FBgn0031972.1,FBtr0079550.1,FBpp0079172.1
FBgn0031972.1,FBtr0343384.1,FBpp0310039.1
FBgn0031973.1,FBtr0079549.1,FBpp0079171.1
FBgn0031974.1,FBtr0343383.1,FBpp0310038.1
FBgn0031974.1,FBtr0300761.1,FBpp0289985.1
FBgn0054010.1,FBtr0100065.1,FBpp0099421.1
FBgn0031975.1,FBtr0079533.1,FBpp0079155.1
FBgn0031975.1,FBtr0079534.1,FBpp0079156.1
FBgn0031976.1,FBtr0301128.1,FBpp0290350.1
FBgn0031976.1,FBtr0301129.1,FBpp0290351.1
FBgn0031976.1,FBtr0306002.1,FBpp0297144.1
FBgn0031977.1,FBtr0333095.1,FBpp0305308.1
FBgn0031977.1,FBtr0079535.1,FBpp0079157.1
FBgn0044323.1,FBtr0079537.1,FBpp0079159.1
FBgn0044323.1,FBtr0079538.1,FBpp0079160.1
FBgn0044323.1,FBtr0333096.1,FBpp0305309.1
FBgn0044323.1,FBtr0306000.1,FBpp0297142.1
FBgn0044323.1,FBtr0079536.1,FBpp0079158.1
FBgn0044323.1,FBtr0079539.1,FBpp0079161.1
FBgn0044323.1,FBtr0306001.1,FBpp0297143.1
FBgn0031979.1,FBtr0079540.1,FBpp0079162.1
FBgn0031980.1,FBtr0345332.1,FBpp0311488.1
FBgn0031980.1,FBtr0079546.1,FBpp0079168.1
FBgn0065055.1,FBtr0091677.1,
FBgn0031981.1,FBtr0344788.1,FBpp0311116.1
FBgn0031981.1,FBtr0344789.1,FBpp0311117.1
FBgn0011230.1,FBtr0079545.1,FBpp0079167.1
FBgn0011230.1,FBtr0333088.1,FBpp0305301.1
FBgn0013531.1,FBtr0079544.1,FBpp0079166.1
FBgn0013531.1,FBtr0329946.1,FBpp0302978.1
FBgn0010287.1,FBtr0079542.1,FBpp0079164.1
FBgn0267488.1,FBtr0079543.1,FBpp0079165.1
FBgn0266795.1,FBtr0345451.1,
FBgn0261822.1,FBtr0079567.1,FBpp0079189.1
FBgn0261822.1,FBtr0079566.1,FBpp0079188.1
FBgn0261822.1,FBtr0079568.1,FBpp0079190.1
FBgn0261822.1,FBtr0079569.1,FBpp0079191.1
FBgn0261822.1,FBtr0079571.1,FBpp0079193.1
FBgn0261822.1,FBtr0079574.1,FBpp0079196.1
FBgn0261822.1,FBtr0332498.1,FBpp0304774.1
FBgn0261822.1,FBtr0079570.1,FBpp0079192.1
FBgn0261822.1,FBtr0079572.1,FBpp0079194.1
FBgn0261822.1,FBtr0079573.1,FBpp0079195.1
FBgn0031985.1,FBtr0301229.1,FBpp0290447.1
FBgn0031985.1,FBtr0339674.1,FBpp0308731.1
FBgn0031986.1,FBtr0079575.1,FBpp0079197.1
FBgn0031987.1,FBtr0079642.1,FBpp0079258.1
FBgn0031988.1,FBtr0339671.1,FBpp0308728.1
FBgn0031988.1,FBtr0079576.1,FBpp0079198.1
FBgn0031990.1,FBtr0302595.1,FBpp0291751.1
FBgn0031990.1,FBtr0339673.1,FBpp0308730.1
FBgn0031990.1,FBtr0344863.1,FBpp0311178.1
FBgn0031990.1,FBtr0079641.1,FBpp0079257.1
FBgn0263561.1,FBtr0309700.1,
FBgn0263561.1,FBtr0309702.1,
FBgn0263561.1,FBtr0309701.1,
FBgn0261830.1,FBtr0303390.1,FBpp0292452.1
FBgn0261831.1,FBtr0303391.1,FBpp0292453.1
FBgn0263256.1,FBtr0339672.1,FBpp0308729.1
FBgn0263256.1,FBtr0330321.1,FBpp0303353.1
FBgn0263256.1,FBtr0308298.1,FBpp0300617.1
FBgn0263256.1,FBtr0344862.1,FBpp0311177.1
FBgn0263256.1,FBtr0308299.1,FBpp0300618.1
FBgn0051606.1,FBtr0079577.1,FBpp0079199.1
FBgn0261064.1,FBtr0079581.1,FBpp0079203.1
FBgn0031992.1,FBtr0346463.1,FBpp0312113.1
FBgn0031992.1,FBtr0079640.1,FBpp0079256.1
FBgn0264953.1,FBtr0335180.1,FBpp0307173.1
FBgn0264953.1,FBtr0335182.1,FBpp0307175.1
FBgn0264953.1,FBtr0335184.1,FBpp0307177.1
FBgn0264953.1,FBtr0335177.1,FBpp0307170.1
FBgn0264953.1,FBtr0335179.1,FBpp0307172.1
FBgn0264953.1,FBtr0335178.1,FBpp0307171.1
FBgn0264953.1,FBtr0335181.1,FBpp0307174.1
FBgn0264953.1,FBtr0335175.1,FBpp0307168.1
FBgn0264953.1,FBtr0335183.1,FBpp0307176.1
FBgn0264953.1,FBtr0335176.1,FBpp0307169.1
FBgn0083970.1,FBtr0110894.1,FBpp0110194.1
FBgn0031995.1,FBtr0335186.1,FBpp0307178.1
FBgn0031995.1,FBtr0079638.1,FBpp0079254.1
FBgn0031995.1,FBtr0079639.1,FBpp0079255.1
FBgn0264947.1,FBtr0335185.1,
FBgn0031996.1,FBtr0079586.1,FBpp0079207.1
FBgn0031997.1,FBtr0335190.1,FBpp0307180.1
FBgn0031997.1,FBtr0079587.1,FBpp0079208.1
FBgn0031997.1,FBtr0079588.1,FBpp0079209.1
FBgn0031998.1,FBtr0079637.1,FBpp0079253.1
FBgn0264950.1,FBtr0335191.1,
FBgn0264951.1,FBtr0335193.1,
FBgn0264952.1,FBtr0335192.1,
FBgn0031999.1,FBtr0079589.1,FBpp0079210.1
FBgn0003607.1,FBtr0079635.1,FBpp0079251.1
FBgn0003607.1,FBtr0079636.1,FBpp0079252.1
FBgn0015299.1,FBtr0079590.1,FBpp0079211.1
FBgn0032000.1,FBtr0079634.1,FBpp0079250.1
FBgn0032000.1,FBtr0079633.1,FBpp0079249.1
FBgn0032001.1,FBtr0332414.1,FBpp0304687.1
FBgn0032001.1,FBtr0089935.1,FBpp0088874.1
FBgn0032002.1,FBtr0332415.1,FBpp0304688.1
FBgn0032002.1,FBtr0079593.1,FBpp0079214.1
FBgn0032003.1,FBtr0079594.1,FBpp0079215.1
FBgn0032004.1,FBtr0079632.1,FBpp0079248.1
FBgn0032005.1,FBtr0306170.1,FBpp0297300.1
FBgn0032005.1,FBtr0079631.1,FBpp0079247.1
FBgn0032006.1,FBtr0302148.1,FBpp0291358.1
FBgn0032006.1,FBtr0302147.1,FBpp0291357.1
FBgn0032006.1,FBtr0332416.1,FBpp0304689.1
FBgn0032006.1,FBtr0332418.1,FBpp0304691.1
FBgn0032006.1,FBtr0303109.1,FBpp0292228.1
FBgn0032006.1,FBtr0079626.1,FBpp0079245.1
FBgn0032006.1,FBtr0079628.1,FBpp0089341.1
FBgn0032006.1,FBtr0301338.1,FBpp0290552.1
FBgn0032006.1,FBtr0079629.1,FBpp0089342.1
FBgn0032006.1,FBtr0301339.1,FBpp0290553.1
FBgn0032006.1,FBtr0303108.1,FBpp0292227.1
FBgn0032006.1,FBtr0079625.1,FBpp0079244.1
FBgn0032006.1,FBtr0332417.1,FBpp0304690.1
FBgn0028987.1,FBtr0079624.1,FBpp0079243.1
FBgn0262943.1,FBtr0306547.1,
FBgn0032008.1,FBtr0346906.1,FBpp0312408.1
FBgn0032008.1,FBtr0079595.1,FBpp0079216.1
FBgn0262359.1,FBtr0332368.1,FBpp0304644.1
FBgn0262359.1,FBtr0304640.1,FBpp0293182.1
FBgn0032010.1,FBtr0306392.1,FBpp0297484.1
FBgn0032010.1,FBtr0332362.1,FBpp0304638.1
FBgn0032010.1,FBtr0332365.1,FBpp0304641.1
FBgn0032010.1,FBtr0332363.1,FBpp0304639.1
FBgn0032010.1,FBtr0332367.1,FBpp0304643.1
FBgn0032010.1,FBtr0332360.1,FBpp0304636.1
FBgn0032010.1,FBtr0332364.1,FBpp0304640.1
FBgn0032010.1,FBtr0306391.1,FBpp0297483.1
FBgn0032010.1,FBtr0332366.1,FBpp0304642.1
FBgn0032010.1,FBtr0332361.1,FBpp0304637.1
FBgn0032010.1,FBtr0079620.1,FBpp0079239.1
FBgn0032010.1,FBtr0079621.1,FBpp0079240.1
FBgn0003502.1,FBtr0112836.1,FBpp0111749.1
FBgn0003502.1,FBtr0079618.1,FBpp0079238.1
FBgn0003502.1,FBtr0330692.1,FBpp0303535.1
FBgn0003502.1,FBtr0079617.1,FBpp0079237.1
FBgn0003502.1,FBtr0330693.1,FBpp0303536.1
FBgn0003502.1,FBtr0112835.1,FBpp0111748.1
FBgn0003502.1,FBtr0079615.1,FBpp0079235.1
FBgn0003502.1,FBtr0079616.1,FBpp0079236.1
FBgn0262374.1,FBtr0304201.1,
FBgn0262374.1,FBtr0304202.1,
FBgn0011902.1,FBtr0079596.1,
FBgn0264083.1,FBtr0330691.1,
FBgn0261020.1,FBtr0079614.1,FBpp0079234.1
FBgn0032013.1,FBtr0329934.1,FBpp0302966.1
FBgn0032013.1,FBtr0329935.1,FBpp0302967.1
FBgn0032013.1,FBtr0079597.1,FBpp0079217.1
FBgn0032014.1,FBtr0079598.1,FBpp0079218.1
FBgn0032015.1,FBtr0079613.1,FBpp0079233.1
FBgn0032016.1,FBtr0079599.1,FBpp0079219.1
FBgn0032017.1,FBtr0079612.1,FBpp0079232.1
FBgn0032018.1,FBtr0079600.1,FBpp0079220.1
FBgn0262598.1,FBtr0301170.1,FBpp0290393.1
FBgn0262598.1,FBtr0301169.1,FBpp0290392.1
FBgn0032020.1,FBtr0079601.1,FBpp0079221.1
FBgn0032021.1,FBtr0079609.1,FBpp0079229.1
FBgn0032021.1,FBtr0346462.1,FBpp0312112.1
FBgn0032022.1,FBtr0079602.1,FBpp0079222.1
FBgn0032022.1,FBtr0079603.1,FBpp0079223.1
FBgn0032023.1,FBtr0079604.1,FBpp0079224.1
FBgn0032024.1,FBtr0079605.1,FBpp0079225.1
FBgn0266911.1,FBtr0345780.1,
FBgn0032025.1,FBtr0079606.1,FBpp0079226.1
FBgn0032025.1,FBtr0345779.1,FBpp0311775.1
FBgn0051901.1,FBtr0079607.1,FBpp0079227.1
FBgn0032026.1,FBtr0307092.1,FBpp0297935.1
FBgn0032026.1,FBtr0079608.1,FBpp0079228.1
FBgn0010265.1,FBtr0346454.1,FBpp0312104.1
FBgn0010265.1,FBtr0079724.1,FBpp0079328.1
FBgn0010265.1,FBtr0100541.1,FBpp0099990.1
FBgn0261437.1,FBtr0079646.1,FBpp0079262.1
FBgn0260439.1,FBtr0005088.1,FBpp0099974.1
FBgn0260439.1,FBtr0339789.1,FBpp0308836.1
FBgn0260439.1,FBtr0306102.1,FBpp0297239.1
FBgn0260439.1,FBtr0100533.1,FBpp0099975.1
FBgn0260439.1,FBtr0100535.1,FBpp0293227.1
FBgn0266880.1,FBtr0345735.1,
FBgn0032029.1,FBtr0345734.1,FBpp0311764.1
FBgn0032029.1,FBtr0339790.1,FBpp0308837.1
FBgn0032029.1,FBtr0079648.1,FBpp0079264.1
FBgn0032029.1,FBtr0079649.1,FBpp0079265.1
FBgn0032030.1,FBtr0079650.1,FBpp0079266.1
FBgn0032031.1,FBtr0079723.1,FBpp0079327.1
FBgn0032032.1,FBtr0079651.1,FBpp0079267.1
FBgn0027094.1,FBtr0079722.1,FBpp0089366.1
FBgn0027094.1,FBtr0079721.1,FBpp0079326.1
FBgn0032033.1,FBtr0331995.1,FBpp0304317.1
FBgn0032033.1,FBtr0079720.1,FBpp0079325.1
FBgn0032034.1,FBtr0079652.1,FBpp0079268.1
FBgn0032034.1,FBtr0303472.1,FBpp0292524.1
FBgn0263852.1,FBtr0079719.1,FBpp0079324.1
FBgn0032036.1,FBtr0079656.1,FBpp0079272.1
FBgn0032036.1,FBtr0079655.1,FBpp0079271.1
FBgn0032036.1,FBtr0079658.1,FBpp0079274.1
FBgn0032036.1,FBtr0303468.1,FBpp0292520.1
FBgn0032036.1,FBtr0079653.1,FBpp0079269.1
FBgn0032036.1,FBtr0303470.1,FBpp0292522.1
FBgn0032036.1,FBtr0303467.1,FBpp0292519.1
FBgn0032036.1,FBtr0303469.1,FBpp0292521.1
FBgn0032036.1,FBtr0079654.1,FBpp0079270.1
FBgn0032036.1,FBtr0303471.1,FBpp0292523.1
FBgn0032036.1,FBtr0079657.1,FBpp0079273.1
FBgn0262001.1,FBtr0303800.1,FBpp0292807.1
FBgn0041717.1,FBtr0079659.1,
FBgn0262002.1,FBtr0303799.1,FBpp0292806.1
FBgn0015583.1,FBtr0079716.1,FBpp0079321.1
FBgn0040098.1,FBtr0079715.1,FBpp0079320.1
FBgn0266882.1,FBtr0345737.1,
FBgn0040958.1,FBtr0331994.1,FBpp0304316.1
FBgn0040958.1,FBtr0331993.1,FBpp0304315.1
FBgn0040958.1,FBtr0079714.1,FBpp0079319.1
FBgn0040959.1,FBtr0079713.1,FBpp0079318.1
FBgn0032039.1,FBtr0079660.1,FBpp0079275.1
FBgn0032040.1,FBtr0079661.1,FBpp0079276.1
FBgn0051898.1,FBtr0079662.1,FBpp0079277.1
FBgn0001084.1,FBtr0079712.1,FBpp0079317.1
FBgn0001084.1,FBtr0331992.1,FBpp0304314.1
FBgn0266326.1,FBtr0344057.1,
FBgn0020497.1,FBtr0079663.1,FBpp0079278.1
FBgn0020497.1,FBtr0346708.1,FBpp0312321.1
FBgn0014417.1,FBtr0331991.1,FBpp0304313.1
FBgn0014417.1,FBtr0079711.1,FBpp0079316.1
FBgn0032042.1,FBtr0331990.1,FBpp0304312.1
FBgn0032042.1,FBtr0079710.1,FBpp0079315.1
FBgn0027932.1,FBtr0079667.1,FBpp0079282.1
FBgn0027932.1,FBtr0079664.1,FBpp0079279.1
FBgn0027932.1,FBtr0340240.1,FBpp0309214.1
FBgn0027932.1,FBtr0340239.1,FBpp0309213.1
FBgn0027932.1,FBtr0079665.1,FBpp0079280.1
FBgn0027932.1,FBtr0340241.1,FBpp0309215.1
FBgn0027932.1,FBtr0079666.1,FBpp0079281.1
FBgn0001137.1,FBtr0079708.1,FBpp0079313.1
FBgn0027490.1,FBtr0079707.1,FBpp0079312.1
FBgn0043002.1,FBtr0100268.1,FBpp0099657.1
FBgn0002887.1,FBtr0346117.1,FBpp0311946.1
FBgn0002887.1,FBtr0100473.1,FBpp0099906.1
FBgn0051897.1,FBtr0079673.1,FBpp0079288.1
FBgn0027780.1,FBtr0340244.1,FBpp0309218.1
FBgn0027780.1,FBtr0089673.1,FBpp0088615.1
FBgn0027780.1,FBtr0340243.1,FBpp0309217.1
FBgn0026718.1,FBtr0340242.1,FBpp0309216.1
FBgn0026718.1,FBtr0079703.1,FBpp0079310.1
FBgn0026718.1,FBtr0302160.1,FBpp0291370.1
FBgn0026718.1,FBtr0079704.1,FBpp0089307.1
FBgn0029173.1,FBtr0332008.1,FBpp0304330.1
FBgn0029173.1,FBtr0079674.1,FBpp0079289.1
FBgn0262029.1,FBtr0303924.1,FBpp0292925.1
FBgn0262029.1,FBtr0303923.1,FBpp0292924.1
FBgn0053194.1,FBtr0079676.1,FBpp0079291.1
FBgn0051896.1,FBtr0079677.1,
FBgn0051892.1,FBtr0079702.1,
FBgn0264340.1,FBtr0332009.1,FBpp0304331.1
FBgn0263489.1,FBtr0309788.1,
FBgn0032047.1,FBtr0079681.1,FBpp0079293.1
FBgn0263314.1,FBtr0308708.1,FBpp0300914.1
FBgn0032048.1,FBtr0079700.1,FBpp0079308.1
FBgn0032048.1,FBtr0079699.1,FBpp0079307.1
FBgn0032049.1,FBtr0343427.1,FBpp0310072.1
FBgn0032049.1,FBtr0079701.1,FBpp0079309.1
FBgn0032050.1,FBtr0343426.1,FBpp0310071.1
FBgn0032050.1,FBtr0079698.1,FBpp0079306.1
FBgn0032051.1,FBtr0079697.1,FBpp0079305.1
FBgn0032052.1,FBtr0079682.1,FBpp0079294.1
FBgn0032053.1,FBtr0079696.1,FBpp0079304.1
FBgn0032054.1,FBtr0079683.1,FBpp0079295.1
FBgn0032054.1,FBtr0333414.1,FBpp0305606.1
FBgn0032054.1,FBtr0333413.1,FBpp0305605.1
FBgn0032055.1,FBtr0079684.1,FBpp0079296.1
FBgn0032055.1,FBtr0333415.1,FBpp0305607.1
FBgn0016122.1,FBtr0333416.1,FBpp0305608.1
FBgn0016122.1,FBtr0079685.1,FBpp0079297.1
FBgn0085470.1,FBtr0333420.1,FBpp0305612.1
FBgn0085470.1,FBtr0112744.1,FBpp0111656.1
FBgn0085470.1,FBtr0112745.1,FBpp0111657.1
FBgn0085470.1,FBtr0336886.1,FBpp0307834.1
FBgn0250903.1,FBtr0333419.1,FBpp0305611.1
FBgn0250903.1,FBtr0079695.1,FBpp0079303.1
FBgn0250903.1,FBtr0112743.1,FBpp0111655.1
FBgn0250903.1,FBtr0336885.1,FBpp0307833.1
FBgn0028394.1,FBtr0079686.1,FBpp0079298.1
FBgn0028394.1,FBtr0079687.1,FBpp0079299.1
FBgn0028394.1,FBtr0333418.1,FBpp0305610.1
FBgn0028394.1,FBtr0333417.1,FBpp0305609.1
FBgn0028394.1,FBtr0079689.1,FBpp0079301.1
FBgn0028394.1,FBtr0079688.1,FBpp0079300.1
FBgn0051604.1,FBtr0079694.1,
FBgn0051603.1,FBtr0079690.1,
FBgn0011259.1,FBtr0303877.1,FBpp0292880.1
FBgn0011259.1,FBtr0303878.1,FBpp0292881.1
FBgn0011259.1,FBtr0329932.1,FBpp0302964.1
FBgn0011259.1,FBtr0303879.1,FBpp0292882.1
FBgn0011259.1,FBtr0329931.1,FBpp0302963.1
FBgn0011259.1,FBtr0079691.1,FBpp0079302.1
FBgn0011259.1,FBtr0329930.1,FBpp0302962.1
FBgn0051895.1,FBtr0079692.1,
FBgn0264437.1,FBtr0332517.1,
FBgn0264437.1,FBtr0332518.1,
FBgn0051602.1,FBtr0079693.1,
FBgn0001114.1,FBtr0079727.1,FBpp0079331.1
FBgn0001114.1,FBtr0307091.1,FBpp0297934.1
FBgn0032057.1,FBtr0079753.1,FBpp0079354.1
FBgn0051889.1,FBtr0079728.1,
FBgn0032058.1,FBtr0079751.1,FBpp0079353.1
FBgn0051890.1,FBtr0079729.1,
FBgn0051888.1,FBtr0079752.1,
FBgn0032059.1,FBtr0079750.1,FBpp0079352.1
FBgn0260861.1,FBtr0079730.1,FBpp0079332.1
FBgn0004914.1,FBtr0336633.1,FBpp0307616.1
FBgn0004914.1,FBtr0079747.1,FBpp0079349.1
FBgn0004914.1,FBtr0344784.1,FBpp0311113.1
FBgn0004914.1,FBtr0079748.1,FBpp0079350.1
FBgn0004914.1,FBtr0112846.1,FBpp0111759.1
FBgn0266327.1,FBtr0344058.1,
FBgn0032061.1,FBtr0339543.1,FBpp0308626.1
FBgn0032061.1,FBtr0079731.1,FBpp0079333.1
FBgn0003209.1,FBtr0303868.1,FBpp0292871.1
FBgn0003209.1,FBtr0079745.1,FBpp0079347.1
FBgn0003209.1,FBtr0340232.1,FBpp0309207.1
FBgn0003209.1,FBtr0079746.1,FBpp0079348.1
FBgn0003209.1,FBtr0340231.1,FBpp0309206.1
FBgn0266845.1,FBtr0345576.1,FBpp0311647.1
FBgn0032065.1,FBtr0079732.1,FBpp0079334.1
FBgn0032066.1,FBtr0340230.1,FBpp0309205.1
FBgn0032066.1,FBtr0079744.1,FBpp0079346.1
FBgn0032067.1,FBtr0302992.1,FBpp0292117.1
FBgn0032068.1,FBtr0345752.1,FBpp0311773.1
FBgn0032068.1,FBtr0079742.1,FBpp0079344.1
FBgn0032069.1,FBtr0079741.1,FBpp0079343.1
FBgn0261627.1,FBtr0302991.1,FBpp0292116.1
FBgn0029123.1,FBtr0330210.1,FBpp0303243.1
